id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
BR-PI0703303-B1,processo de obtenção de biocombustíveis para motores diesel veiculares e estacionários ,Inst Nac De Tecnologia - Int,"Gomes Rodrigues Alessandra, Dias Jardim Coimbra Monique, José Barbosa Barreto Álvaro",2007-07-18,2007-07-18,2017-04-18,,https://patents.google.com/patent/BRPI0703303B1/pt,
BR-PI0601703-A,"processo de obtenção de extratos hidroalcoólicos, extratos secos e derivados do agrião (nasturtium officinale) e espécies medicinais afins, com modificações introduzidas em equipamento soxhlet para aplicações na indústria, área farmacêutica, cosmética, alimentìcia e afins ","Ervas Curam Ind Farmaceutica L, Joao Luiz De Souza Carvalho, Obdulio Gomes Miguel","Joao Luiz De Souza Carvalho, Robson Candido Daldat, Marilis Dallarmi Miguel, Obdulio Gomes Miguel",2006-04-05,2006-04-05,2007-12-11,,https://patents.google.com/patent/BRPI0601703A/pt,
BR-PI0602925-B1,processo para preparação de ésteres de ácidos graxos vegetais e sua posterior epoxidação para a produção de plastificantes ,"Regina Maria Pinto César, Teresa Cristina Da Camara Leal De Carvalho","Regina Maria Pinto Cesar, Teresa Cristina Da Camara Leal De Carvalho",2006-06-28,2006-06-28,2016-12-13,,https://patents.google.com/patent/BRPI0602925B1/pt,
BR-PI0614165-A2,"processo para preparar ácidos alquil-5-halopent-4-enocarboxìlicos racêmicos, ou ésteres carboxìlicos ",Dsm Fine Chem Austria Gmbh,"Peter Pojarliev, Gerhard Steinbauer, Christian Burger",2005-07-25,2006-07-03,2011-03-15,,https://patents.google.com/patent/BRPI0614165A2/pt,
BR-PI0600943-B1,Composições fitoterápicas a base de extratos fitoterápicos de arrabidaea chica para emprego como antifúngico e antibacteriano ,Universidade Estadual De Campinas - Unicamp,"Lauro Euclides Soares Barata, Adriana Lopes Schiozer, Alice Murteira Pinheiro Braga, Angélica Zaninelli Schreiber, Luzia Lyra",2006-02-23,2006-02-23,2021-10-13,,https://patents.google.com/patent/BRPI0600943B1/pt,https://patentimages.storage.googleapis.com/da/1d/9a/608b9839ca4905/img0004.png
BR-PI0613915-A2,"processo para preparar aldeìdos aromáticos 3,4-dioxo-substituìdos ",Endura Spa,"Elisa Capparella, Elisa Poluzzi, Valerio Borzatta",2005-07-25,2006-07-25,2012-12-11,,https://patents.google.com/patent/BRPI0613915A2/pt,
BR-112018000806-B1,Microrganismo celulolítico não natural e método de produção de etanol a partir da biomassa celulósica ,The Trustees Of Dartmouth College,"Daniel G. Olson, Lee R. Lynd, Liang Tian, Jonathan Lo, Jilai ZHOU, Shuen HON, Tianyong ZHENG",2015-07-23,2016-07-23,2024-12-17,,https://patents.google.com/patent/BR112018000806B1/pt,
BR-102023020328-A2,Processo de produção de etanol a partir das frações hemicelulósica e amilácea da biomassa de oleaginosa ,"Universidade Federal De São João Del Rei, Universidade Federal Dos Vales Do Jequitinhonha E Mucuri, Universidade Federal de Viçosa, S. Oleum Rds Pesquisa E Desenvolvimento Agro Industrial Ltda.","Daniel Bonoto Gonçalves, Alexandre Soares Dos Santos, Paulo Afonso Granjeiro, Raquel Valinhas E Valinhas, Filipe Soares De Freitas, Marina Quádrio Raposo Branco Rodrigues, Jaqueline Gomes Alves Da Silva, Luís Eduardo Ferraz Do Amaral Ravaglia, Luciano Gomes Fietto, Lílian De Araújo Pantoja, Lílian Emídio Ribeiro",,2023-10-03,2025-04-15,,https://patents.google.com/patent/BR102023020328A2/pt,
BR-102022024012-A2,"Processo para produzir etanol em escala industrial, sistema para realizar o dito processo e uso de fonte de carbono compreendendo sacarose hidrolisada ",E101 Empresa De Techs Para Etanol Ltda,"Ronaldo Biondo, Ivo Rischbieter",,2022-11-24,2024-06-04,,https://patents.google.com/patent/BR102022024012A2/pt,
BR-PI0703327-B1,processo de obtenção de etanol por saccharomyces cerevisiae imobilizada em crisotila em biorreator pneumático de circulação interna ,"Fundação Universidade Fed De São Carlos Ufscar, Sama S A Minerações Associadas","Alberto Colli Junior Badino, Célia Maria Araújo GALVÃO, Paulo Ignácio Fonseca De Almeida, Rubens Filho Rela",2007-07-25,2007-07-25,2016-12-13,,https://patents.google.com/patent/BRPI0703327B1/pt,
BR-102012020798-A2,Método otimizado para produção de etanol de segunda geração através de linhagem modificada de saccharomyces cerevisae ,Unicamp,"Goncalo Amarante Guimaraes Pereira, Pedro Augusto Galvao Tizei, Marcelo Falsarella Carazzolle",2012-08-17,2012-08-17,2014-12-02,,https://patents.google.com/patent/BR102012020798A2/pt,
BR-102017018171-A2,"PROCESSES FOR PURIFICATION AND DEHYDRATION OF HYDRATED ETHANOL, PROCESS FOR PRODUCTION OF ANHYDROEH ETANOL AND ACTIVATED BAUXITE USES ",Mineração Curimbaba Ltda.,"Arnaldo Curimbaba, Gabriel Warwick Kerr De Paiva Cortes",2017-08-24,2017-08-24,2019-03-26,,https://patents.google.com/patent/BR102017018171A2/en,
BR-102015006752-A2,"processo e sistema fermentativo integrado de produção e remoção de etanol de segunda geração a partir de pentoses, e etanol assim obtido ",Universidade Estadual De Campinas - Unicamp,"Francisco Maugeri Filho, Daniele Farias",2015-03-26,2015-03-26,2019-01-22,,https://patents.google.com/patent/BR102015006752A2/pt,
BR-102020017929-A2,Processo para a produção de etanol segunda geração ,Universidade Estadual De Campinas - Unicamp,"Tania Forster Carneiro, Rosana Goldbeck, Mauricio Ariel Rostagno, Tatiane Cristina Gonçalves De Oliveira, Maria Augusta De Carvalho Silvello, Paulo Cesar Torres Mayanga",2020-09-02,2020-09-02,2022-03-15,,https://patents.google.com/patent/BR102020017929A2/pt,https://patentimages.storage.googleapis.com/37/01/04/88c296cb9ca1ec/img0004.png
BR-PI0806141-A2,levedura geneticamente construìda para a produção de etanol combustìvel em condições de estresse ,Univ Estadual Paulista Julio De Mesquita Jr,"Cecilia Laluce, Reinaldo Marchetto, Maria Lucia Gonsales Da Costa Araujo, Maristela Freitas Sanches Peres, Karen Fernanda De Oliveira, Crisla Serra Souza, Fernando Delfino, Elson Longo Da Silva",2008-08-04,2008-08-04,2010-09-21,,https://patents.google.com/patent/BRPI0806141A2/pt,
BR-102016007557-A2,Process of synthesis of ethylene and dietyl ester from ethanol and use of calix [n] areno as catalyst ,Universidade Federal de Viçosa,"Gustavo Sato André, Antônio Fernandes Sergio, Vitor De Assis João, Cardoso Ribeiro Murillo, Maria Correa Bueno José",2016-04-06,2016-04-06,2017-10-10,,https://patents.google.com/patent/BR102016007557A2/pt,
BR-102013002594-A2,Motor a etanol de elevada eficiência ,Fiat Automoveis S A Mecanica,Jose Guilherme Coelho Baeta,2013-02-01,2013-02-01,2015-03-10,,https://patents.google.com/patent/BR102013002594A2/pt,
BR-112018004161-B1,Uso de um ácido nucleico mex67 e saccharomyces spp. ,"Vib Vzw, Katholieke Universiteit Leuven, K.U.Leuven R&D","Kevin Verstrepen, Yudi Yang, Veerle Saels, Karin Voordeckers, Beatriz Herrera",2015-09-03,2016-09-02,2024-10-29,,https://patents.google.com/patent/BR112018004161B1/pt,
BR-102012020911-A2,Fuel production process with fermented-ethanol alcohol content for gasoline engines ,,,,,2017-10-03,,https://patents.google.com/patent/BR102012020911A2/pt,
BR-102021018172-B1,"Método de preparo do catalisador para produção de butadieno a partir do etanol em uma etapa, catalisador e uso ","Petróleo Brasileiro S.A. - Petrobras, Instituto Nacional De Tecnologia - Int","Carlos RENE KLOTZ RABELLO, Alexandre Barros Gaspar, Luciano Honorato Chagas, Lucia Gorenstin Appel, Priscila Da Costa Zonetti, Michelly Távora Rodrigues",,2021-09-13,2025-05-13,,https://patents.google.com/patent/BR102021018172B1/pt,
BR-102021018172-A2,"Método de preparo do catalisador para produção de butadieno a partir do etanol em uma etapa, catalisador e uso ","Petróleo Brasileiro S.A. - Petrobras, Instituto Nacional De Tecnologia - Int","Carlos RENE KLOTZ RABELLO, Alexandre Gaspar De Barros, Luciano Honorato Chagas, Lucia Gorenstin Appel, Priscila Da Costa Zonetti, Michelly Távora Rodrigues",2021-09-13,2021-09-13,2023-03-28,,https://patents.google.com/patent/BR102021018172A2/pt,https://patentimages.storage.googleapis.com/b5/e2/50/29d27be6c9b21a/img0003.png
BR-102020023617-A2,"Processo de obtenção de etanol de segunda geração pela utilização da 2-hidróxi-1,4-naftoquinona e uso ","Universidade Federal de Viçosa, Universidade Federal De Ouro Preto","Valeria Monteze Guimaraes, Elisa Da Silva Barreto, Rogelio Lopes Brandão, Leandro Vinícius Alves Gurgel, Marcelo Gomes Speziali, Bruno Eduardo Lobo Baêta",2020-11-19,2020-11-19,2022-05-31,,https://patents.google.com/patent/BR102020023617A2/pt,
BR-102019004773-B1,Método melhorado para a produção de etanol de segunda geração a partir da biomassa lignocelulósica ,"Indian Oil Corporation Limited., Department Of Biotechnology","Ajay Kumar Sharma, Manas Ranjan Swain, Ajit Singh, Anshu Shankar Mathur, Ravi Prakash Gupta, Deepak TULI, Suresh Kumar Puri, Sankara Sri Venkata Ramakumar",2018-03-12,2019-03-12,2025-06-10,,https://patents.google.com/patent/BR102019004773B1/pt,
BR-PI1105478-A2,Método para a determinação do índice de acidez de etanol e biodiesel baseado em titulação coulométrica ,Inst Nac De Metrologia Qualidade E Tecnologia Inmetro,Fabiano Barbieri Gonzaga,2011-11-11,2011-11-11,2015-07-07,,https://patents.google.com/patent/BRPI1105478A2/pt,
BR-112013011024-A2,"enzima, polipeptídeo, ácido nucleico, vetor, célula recombinante, uso de uma enzima, ácido nucleico, vetor ou célula, método para modificação de biomassa, método para a produção de metabólitos ou produtos de bioenergia e co-cultura de pelo menos dois microrganismos diferentes ",Deinove,"Jean-Paul Leonetti, Jean-Michel Claverie, Pascale Joseph, Lucie Roux",2010-11-08,2011-11-08,2021-05-25,,https://patents.google.com/patent/BR112013011024A2/pt,
BR-102015002006-A2,sistema eletrônico de monitoramento da concentração de etanol combustível ,Inst De Pesquisas Eldorado,"Haroldo José Onisto, Matheus De Oliveira Corrêa, Santiago Rodriguez",2015-01-28,2015-01-28,2016-08-23,,https://patents.google.com/patent/BR102015002006A2/pt,
BR-PI1000194-B1,Processo contínuo de produção de etanol a partir do lixo orgânico e outros resíduos de biomassa ,Reynaldo Dias De Moraes E Silva,Reynaldo Dias De Moraes E Silva,2010-01-06,2010-01-06,2020-03-17,,https://patents.google.com/patent/BRPI1000194B1/pt,
BR-102020021819-B1,"Catalisador, processo de obtenção e processo de produção de 1,3- butadieno a partir de etanol ","Petróleo Brasileiro S.A. - Petrobras, Instituto Nacional De Tecnologia - Int","Carlos RENE KLOTZ RABELLO, Priscila Da Costa Zonetti, Alexandre Barros Gaspar, Lucia Gorenstin Appel, Luciano Honorato Chagas, Michelly Távora Rodrigues",,2020-10-23,2025-04-24,,https://patents.google.com/patent/BR102020021819B1/pt,
BR-102020021819-A2,"Catalisador, processo de obtenção e processo de produção de 1,3-butadieno a partir de etanol ","Petróleo Brasileiro S.A. - Petrobras, Instituto Naciona De Tecnologia - Int","Carlos RENE KLOTZ RABELLO, Priscila Da Costa Zonetti, Alexandre Barros Gaspar, Lucia Gorenstin Appel, Luciano Honorato Chagas, Michelly Távora Rodrigues",2020-10-23,2020-10-23,2022-05-03,,https://patents.google.com/patent/BR102020021819A2/pt,
BR-102012005707-A2,"Additive composition for ethanol-based fuels, method for preparation and uses ",,,,,2017-08-01,,https://patents.google.com/patent/BR102012005707A2/pt,
BR-102017027504-A2,Processo de produção de etanol de segunda geração a partir de embalagem cartonada longa vida ,Universidade Tecnologica Federal Do Parana,"Rosilene Aparecida Prestes, Beatriz Cristina Barbosa Crosatti",2017-12-19,2017-12-19,2019-07-09,,https://patents.google.com/patent/BR102017027504A2/pt,
BR-102020000408-A2,Processo contínuo de produção de etanol a partir de resíduos lignocelulôsicos ,Reynaldo Dias De Moraes E Silva,Reynaldo Dias De Moraes E Silva,2020-01-08,2020-01-08,2020-08-25,,https://patents.google.com/patent/BR102020000408A2/pt,
BR-102013028575-A2,Fuel supply system with two individual gasoline and ethanol injectors applied to internal combustion engines otto cycle ,Nishimura Oscar,Nishimura Oscar,2013-11-06,2013-11-06,2017-07-04,,https://patents.google.com/patent/BR102013028575A2/pt,
BR-102022000259-A2,"Processo integrado para valorização de coprodutos da produção de etanol de milho, uso de grãos secos de destilaria com solúveis (gsds) e uso do biocatalisador recuperado ","Sinochem Petróleo Brasil Ltda., Universidade Federal Do Rio De Janeiro ? Ufrj","Denise Maria Guimarães Freire, Erika Cristina Gonçalves Aguieiras, João Monnerat Araújo Ribeiro De Almeida, Jaqueline Greco Duarte, Monique Da Silva Dos Santos",2022-01-07,2022-01-07,2023-07-11,,https://patents.google.com/patent/BR102022000259A2/pt,https://patentimages.storage.googleapis.com/a3/74/65/6cfa07ab9d8fc6/img0003.png
BR-PI1004486-A2,"processo de produção de etanol a partir da hidrólise enzimática de biomassa, processo de separação da matéria-prima de hidrólise e uso de células de parênquima para obtenção de etanol ",Unicamp,"Maria Aparecida Silva, Francisco Maugeri Jr, Almeida Costa Fatima Aparecida De",2010-07-14,2010-07-14,2012-06-05,,https://patents.google.com/patent/BRPI1004486A2/pt,
BR-102022015645-A2,Marcador luminescente para detecção de adulteração em etanol combustível e gasolina e processo de obtenção ,Universidade Federal Do Reconcavo Da Bahia - Ufrb,"Jorge Fernando Silva De Menezes, Rodrigo Galvão Dos Santos, Sidnel Souza Nascimento, Andrei Marcelino Sá Pires Silva",2022-08-08,2022-08-08,2024-02-15,,https://patents.google.com/patent/BR102022015645A2/pt,
BR-PI0308507-B1,engenharia metabólica para a utilização de xilose aperfeiçoada de saccharomyces cerevisiae ,"Forskarpatent I Syd Ab, Scandinavian Technology Group Ab","Sauer Uwe Erich, Sonderegger Marco, Wahlbom Fredrik",2002-03-19,2003-03-17,2017-01-24,,https://patents.google.com/patent/BRPI0308507B1/pt,
BR-102022021809-A2,Processo para produção de olefinas leves (eteno e propeno) e aromáticos a partir do metanol e etanol utilizando co2 como gás auxiliar ,Universidade Estadual Paulista Julio De Mesquita Filho,"Leandro Martins, Diego Sarmento Duncan Lima, Elen Maria Feliciano Pereira, José Henrique Marques",,2022-10-26,2024-05-07,,https://patents.google.com/patent/BR102022021809A2/pt,
BR-102019025386-B1,Kit de análise química para etanol em matrizes complexas e uso do mesmo ,Universidade De São Paulo - Usp,"Marcos Yassuo Kamogawa, Luiz Humberto Gomes, Marcos Augusto Stolf Brasil",,2019-11-29,2025-03-25,,https://patents.google.com/patent/BR102019025386B1/pt,
BR-102019025386-A2,Kit de análise química para etanol em matrizes complexas e uso do mesmo ,Universidade De São Paulo - Usp,"Marcos Yassuo Kamogawa, Luiz Humberto Gomes, Marcos Augusto Stolf Brasil",2019-11-29,2019-11-29,2021-06-15,,https://patents.google.com/patent/BR102019025386A2/pt,https://patentimages.storage.googleapis.com/06/b9/1e/8a0108eea07c59/img0009.png
BR-102017021257-B1,"Processo integrado à produção de etanol celulósico, lignina e seus derivados para produção de biomassa de leveduras e coprodutos obtidos a partir de substratos hemicelulósicos ",Fermentec - Tecnologias Em Acucar E Alcool Ltda,"Mario Lucio Lopes, Alexandre GODOY",,2017-10-03,2024-10-29,,https://patents.google.com/patent/BR102017021257B1/pt,
BR-102016018606-A2,Etanol 2g e derivados obtidos do caule de manihot esculenta (mandioca) ,Universidade Federal De Alagoas,"Renata Maria Rosas Garcia Almeida, Valéria Rodrigues Dos Santos Malta, Kledson Lopes Barbosa, Jumelice Dos Santos Silva, Martha Suzana Rodrigues Dos Santos, Márcia Andrea Gomes, Antonio José Gonçalves Da Cruz",2016-08-15,2016-08-15,2018-02-27,,https://patents.google.com/patent/BR102016018606A2/pt,
BR-PI0505299-B1,Processo de produção de etanol a partir do hidrolisado da fração hemicelulósica do bagaço de cana-de-açúcar em reator do tipo prensa ,Petroleo Brasileiro Sa,"Lidia Maria Melo Sant Anna, Gabriel Jaime Vargas Bitancur, Absai Da Conceicao Gomes, Emerson Pires Menezes, Nei Junior Pereira, Juliana Vaz Bevilaqua",2005-11-11,2005-11-11,2014-12-16,,https://patents.google.com/patent/BRPI0505299B1/pt,
BR-PI0411421-B1,processo de cozimento de um alimento por combustão de etanol desnaturado e aparelho de aplicação ,"Eric Uhrig, Laurent Probst","Eric Uhrig, Laurent Probst",2003-06-13,2004-06-09,2016-11-22,,https://patents.google.com/patent/BRPI0411421B1/pt,
BR-112016002359-B1,"Microorganismo recombinate, método para diminuir o glicerol celular produzido, e processo para a conversão de biomassa em etanol ",Lallemand Hungary Liquidity Management Llc,"Aaron Argyros, William R. Kenealy, Emily Stonehouse",2013-08-15,2014-08-15,2023-09-05,,https://patents.google.com/patent/BR112016002359B1/pt,
BR-PI0905395-B1,processo para produção de etanol a partir da fermentação de fontes de açúcares em meio fermentativo com alto teor de etanol ,Dedini S/A Indústrias De Base,"Paulo Eduardo Mantelatto, Fernando Cesar Boscariol, Celina Kiyomi Yamakawa, José Luiz Olivério, Sergio Tamassia Barreira, Antonio Rogério Pereira Cesar",2009-06-10,2009-06-10,2021-03-02,,https://patents.google.com/patent/BRPI0905395B1/pt,https://patentimages.storage.googleapis.com/e2/4e/7c/d3ded44e8a2890/img0001.png
BR-PI1006027-A2,composições combustìveis para alimentação de motores de ciclo diesel ,Embrapa Pesquisa Agropecuaria,Avila Marcio Turra De,2010-08-20,2010-08-20,2012-09-04,,https://patents.google.com/patent/BRPI1006027A2/pt,
BR-102016019353-B1,Sistema otimizado para produção de etanol com arranjo de destilação ,Jw Industria E Comercio De Equipamentos Em Aço Inoxidável Ltda,Gianfranco Mussi,2016-08-23,2016-08-23,2021-06-01,,https://patents.google.com/patent/BR102016019353B1/pt,https://patentimages.storage.googleapis.com/bd/aa/24/bc105586da66cb/img0001.png
BR-102020009107-A2,Sistema integrado para produção de etanol por fermentação extrativa com arraste gasoso e recuperação por absorção e uso do mesmo ,Fundação Universidade Federal De São Carlos,"Kaio César Da Silva Rodrigues, Alberto Colli Badino Junior, André Bernardo, Antonio José Gonçalves Da Cruz, Ivan Ilich Kerbauy Veloso, Rauber Daniel Pereira",2020-05-07,2020-05-07,2021-11-16,,https://patents.google.com/patent/BR102020009107A2/pt,https://patentimages.storage.googleapis.com/35/d2/c1/e5c2476142c9f8/img0003.png
